GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0400000US15,15,Hawaii,455502,2028,317764,2337,236549,2261,137738,2057,5.5,0.2,3.0,0.2,1.3,0.2,12.5,0.6,3.3,0.2,1.9,0.2,1.2,0.1,7.0,0.4,6.6,0.3,4.2,0.2,2.9,0.2,12.5,0.7,6.8,0.3,5.8,0.3,4.5,0.3,10.2,0.6,10.6,0.3,9.5,0.4,8.3,0.3,14.0,0.7,17.3,0.3,17.4,0.4,16.5,0.5,17.8,0.6,14.2,0.3,15.6,0.4,16.4,0.4,10.6,0.5,18.8,0.4,22.4,0.5,24.9,0.6,9.7,0.5,8.6,0.3,10.4,0.3,12.2,0.4,3.0,0.3,8.4,0.2,9.9,0.3,11.8,0.4,2.7,0.2,74923,736,87024,803,97967,1017,42304,754,95569,807,107549,956,118976,1156,59190,1035,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X)
0500000US15001,15001,"Hawaii County, Hawaii",67054,945,44937,1136,32268,1127,22117,960,9.1,0.8,5.7,1.1,2.4,0.7,18.0,1.9,5.4,0.7,3.5,0.7,2.2,0.6,10.0,1.4,10.4,0.8,7.0,0.9,4.9,0.8,17.7,2.1,8.8,0.9,8.9,1.0,6.4,0.9,10.2,1.6,11.5,0.9,11.1,1.1,10.7,1.1,12.8,1.7,18.3,1.1,20.4,1.6,20.8,1.6,13.7,1.6,12.8,1.0,14.7,1.3,16.9,1.4,7.4,1.4,14.7,1.0,17.8,1.3,21.4,1.7,6.8,1.4,5.0,0.6,6.2,0.8,8.1,1.1,1.7,0.6,4.1,0.5,4.8,0.7,6.2,0.9,1.8,0.7,56395,1657,66165,1955,78271,2430,29320,2926,73391,2234,83138,2918,96343,3724,46729,2893,36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
0500000US15003,15003,"Honolulu County, Hawaii",311451,1436,219859,1659,164797,1597,91592,1555,4.8,0.2,2.6,0.2,1.0,0.2,11.3,0.7,2.7,0.2,1.6,0.2,1.0,0.2,5.9,0.5,5.6,0.3,3.6,0.2,2.6,0.3,10.9,0.7,6.2,0.3,5.0,0.3,4.1,0.3,9.7,0.6,10.3,0.4,9.0,0.4,7.8,0.4,14.2,0.8,17.1,0.4,16.6,0.4,15.5,0.5,19.1,0.7,14.4,0.4,15.5,0.5,15.8,0.5,12.0,0.6,19.8,0.5,23.3,0.6,25.4,0.7,10.5,0.6,9.5,0.3,11.5,0.4,13.4,0.5,3.4,0.4,9.6,0.3,11.3,0.4,13.3,0.4,2.9,0.3,80078,978,93367,923,103580,968,47057,1185,101194,957,113499,1110,124239,1356,62858,1385,35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X)
0500000US15005,15005,"Kalawao County, Hawaii",53,8,15,5,15,5,38,8,13.2,11.1,20.0,24.8,20.0,24.8,10.5,14.4,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,7.5,7.4,0.0,70.4,0.0,70.4,10.5,10.0,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,11.3,6.7,0.0,70.4,0.0,70.4,15.8,8.9,39.6,14.5,26.7,18.9,26.7,18.9,44.7,19.4,3.8,4.2,0.0,70.4,0.0,70.4,5.3,5.8,17.0,10.8,40.0,23.8,40.0,23.8,7.9,12.0,7.5,6.4,13.3,17.2,13.3,17.2,5.3,5.6,0.0,37.4,0.0,70.4,0.0,70.4,0.0,44.3,61750,11280,113125,38967,113125,38967,53750,12070,70187,14972,92647,36116,N,N,61324,16351,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
0500000US15007,15007,"Kauai County, Hawaii",22563,460,15723,530,12083,552,6840,569,5.1,1.0,2.4,0.7,1.7,0.7,13.0,2.8,4.7,0.8,2.2,0.6,1.6,0.7,11.4,2.3,6.5,1.0,4.7,1.1,2.3,0.7,11.9,2.4,8.1,1.1,6.3,1.1,4.6,1.0,12.9,2.8,11.7,1.4,10.7,1.6,9.4,1.8,13.6,2.5,15.6,1.4,16.0,1.8,15.7,1.9,15.4,2.2,14.6,1.6,17.5,1.9,18.7,2.3,8.5,2.2,20.4,1.8,24.3,2.2,27.8,2.7,9.5,2.3,7.1,1.1,8.2,1.4,8.7,1.7,2.4,1.0,6.3,0.8,7.8,1.2,9.6,1.4,1.5,0.6,72330,3242,85517,2612,94755,4911,35671,3094,87766,2825,100280,3602,110710,4443,50740,2923,49.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.1,(X)
0500000US15009,15009,"Maui County, Hawaii",54381,693,37230,776,27386,832,17151,763,5.1,0.7,2.7,0.6,1.1,0.4,11.2,1.7,3.1,0.4,1.7,0.4,1.1,0.3,6.7,1.0,7.1,0.8,4.1,0.6,2.8,0.5,14.4,1.9,7.9,0.9,6.8,1.1,5.0,1.0,11.9,1.8,10.9,0.8,10.3,1.1,7.8,1.0,14.8,1.9,17.9,1.0,18.8,1.5,17.6,1.6,17.4,1.6,14.4,0.9,16.3,1.2,18.8,1.6,8.1,1.3,17.8,1.1,21.3,1.4,24.7,1.7,9.4,1.6,8.1,0.9,9.4,1.0,11.0,1.3,2.9,0.9,7.7,0.7,8.6,0.8,10.1,1.0,3.4,0.9,72762,1654,82641,1972,92627,2474,40274,2140,93964,2299,104955,2636,117639,3426,59032,3391,33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
8600000US96701,96701,ZCTA5 96701,13080,267,9329,354,6693,342,3751,353,3.9,1.3,2.0,0.9,0.8,0.5,10.2,4.1,1.5,0.7,0.7,0.5,0.5,0.5,3.7,2.0,3.8,1.1,2.9,1.2,1.8,1.3,6.4,2.3,6.6,1.4,5.9,1.4,2.8,0.9,9.5,3.1,9.5,1.7,6.8,1.6,6.2,2.0,15.0,3.4,14.3,2.1,12.1,2.2,10.8,2.6,23.6,4.7,15.1,2.3,15.4,2.4,16.2,2.7,15.4,4.2,23.9,2.2,28.3,2.6,30.0,3.2,10.9,2.9,10.2,1.5,13.0,1.8,15.3,2.2,2.9,2.1,11.2,1.6,12.9,1.8,15.7,2.3,2.4,2.3,91646,3650,105616,3181,113596,4606,56010,6790,106265,3823,119068,4937,N,N,62595,5464,37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X)
8600000US96703,96703,ZCTA5 96703,594,70,404,57,300,52,190,48,12.1,5.1,7.2,3.7,5.0,3.4,22.6,14.0,8.2,3.9,3.7,2.5,2.3,2.4,19.5,11.6,9.1,3.8,7.9,4.2,6.7,4.9,10.0,7.6,5.4,2.6,5.9,3.3,7.0,4.3,4.2,4.4,12.1,4.0,8.4,3.6,6.3,3.9,20.5,9.5,13.3,4.4,18.1,5.9,17.7,7.2,3.2,3.3,17.8,8.5,21.0,8.9,23.0,11.1,12.1,10.8,13.3,3.8,18.1,5.2,20.7,7.3,2.6,3.0,4.0,2.4,5.9,3.5,7.0,4.6,0.0,13.4,4.5,3.5,3.7,3.4,4.3,4.3,5.3,7.0,62500,20654,73750,11663,84167,11984,21923,16443,69625,9459,79579,7826,N,N,46687,22902,40.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),49.5,(X)
8600000US96704,96704,ZCTA5 96704,2578,224,1854,242,1369,237,724,198,6.6,3.9,4.2,4.7,0.0,2.0,12.7,7.4,2.3,1.9,0.9,1.4,0.0,2.0,5.9,5.3,13.1,6.3,10.1,6.1,8.0,6.0,21.0,13.0,13.4,5.0,14.7,6.8,9.8,6.6,12.7,8.4,11.9,4.5,10.1,4.1,11.1,5.8,16.3,10.3,18.6,6.2,16.3,6.8,18.0,8.8,21.7,12.1,7.1,3.3,7.2,3.8,6.4,4.4,6.8,6.7,13.2,5.4,17.8,7.4,23.5,9.6,2.2,3.6,6.7,3.1,10.4,4.6,12.0,6.0,0.0,3.7,7.1,5.1,8.3,6.7,11.2,8.9,0.7,1.2,51483,6450,66204,9735,80956,35985,30139,12272,98482,39143,120882,50727,N,N,37922,6592,36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X)
8600000US96705,96705,ZCTA5 96705,761,96,595,96,414,98,166,47,7.8,3.9,3.2,3.1,1.2,2.2,27.7,13.1,3.4,2.9,1.0,1.8,0.0,6.4,12.0,10.4,4.3,3.1,3.9,3.4,1.4,2.1,9.6,9.4,5.9,3.8,4.2,4.0,2.7,3.7,8.4,9.0,10.9,5.1,10.8,5.7,10.1,6.7,12.0,8.6,17.1,5.5,20.8,6.6,16.7,7.7,12.7,10.1,15.1,5.1,16.5,5.7,15.9,8.2,3.0,5.2,27.9,6.7,29.9,7.9,39.6,10.5,14.5,10.8,3.2,2.8,4.0,3.7,4.1,4.3,0.0,15.2,4.5,3.3,5.7,4.2,8.2,5.7,0.0,15.2,75938,11297,83188,12628,102857,22684,25417,16989,82731,10093,92476,11799,N,N,40404,11813,57.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),60.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.0,(X)
8600000US96706,96706,ZCTA5 96706,18988,366,15708,429,12231,434,3280,343,1.9,0.6,1.5,0.6,0.4,0.3,7.3,2.8,0.9,0.4,0.5,0.3,0.4,0.3,3.2,2.2,3.4,0.9,2.4,0.9,1.5,1.0,9.9,3.2,3.9,0.9,3.1,0.9,2.7,0.9,8.0,3.5,8.7,1.4,8.3,1.6,6.6,1.4,13.6,4.2,13.7,1.7,13.7,1.9,12.2,2.0,15.2,4.4,18.4,1.9,18.4,1.9,17.6,2.2,19.1,5.1,28.0,1.9,30.1,2.5,33.3,2.6,17.3,4.9,12.7,1.5,12.9,1.8,14.5,2.0,4.4,2.6,8.4,1.3,8.8,1.3,10.8,1.6,2.0,1.9,98248,3642,101824,2754,111102,3287,64500,11044,109675,3145,113777,3561,N,N,71339,5928,31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
8600000US96707,96707,ZCTA5 96707,12889,241,10363,308,7785,338,2526,277,2.1,0.7,1.4,0.7,0.6,0.5,6.5,3.2,1.3,0.8,0.4,0.3,0.2,0.2,6.1,3.7,3.1,1.1,2.0,0.9,0.5,0.5,7.0,3.5,4.9,1.2,3.8,1.2,2.4,1.0,13.0,4.5,6.9,1.7,7.9,1.8,5.4,1.9,10.5,4.5,15.0,2.2,13.8,2.4,11.5,2.7,18.7,5.7,16.7,2.2,15.5,2.2,16.1,2.8,18.8,4.5,27.0,2.9,30.6,3.3,35.0,3.9,11.3,3.5,13.9,1.8,14.6,2.0,17.1,2.6,5.5,3.1,9.1,1.4,10.2,1.7,11.2,1.9,2.6,1.7,99946,3961,108725,4273,115682,3237,58962,4506,110534,3197,117102,3912,N,N,68106,6720,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.6,(X)
8600000US96708,96708,ZCTA5 96708,3504,229,2250,242,1693,246,1254,231,4.0,1.7,4.0,3.1,1.7,2.0,3.9,3.6,2.2,1.8,2.8,2.7,0.8,1.2,1.7,2.5,5.1,3.1,2.5,2.4,2.7,2.9,9.8,6.9,8.2,4.0,7.3,3.5,6.1,4.0,12.4,9.3,6.8,3.1,4.8,3.0,6.4,3.8,10.4,7.0,19.7,5.0,16.0,5.6,18.2,7.1,26.3,10.1,13.0,4.9,17.4,7.0,21.3,8.9,6.5,4.6,20.3,5.9,19.9,5.7,19.5,6.3,22.9,11.1,9.3,4.3,11.6,5.6,10.2,6.7,3.7,4.3,11.4,4.8,13.5,6.0,13.2,6.9,2.6,2.9,81919,10282,92898,15586,92599,16262,63375,15509,106126,14463,120391,19939,N,N,71503,9660,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
8600000US96710,96710,ZCTA5 96710,134,80,67,38,43,30,67,67,0.0,18.4,0.0,32.3,0.0,41.6,0.0,32.3,0.0,18.4,0.0,32.3,0.0,41.6,0.0,32.3,20.1,27.5,0.0,32.3,0.0,41.6,40.3,53.6,4.5,7.0,0.0,32.3,0.0,41.6,9.0,18.4,31.3,28.8,62.7,41.2,41.9,49.5,0.0,32.3,25.4,31.6,0.0,32.3,0.0,41.6,50.7,50.7,13.4,18.4,26.9,31.6,41.9,43.6,0.0,32.3,5.2,8.9,10.4,17.3,16.3,21.5,0.0,32.3,0.0,18.4,0.0,32.3,0.0,41.6,0.0,32.3,0.0,18.4,0.0,32.3,0.0,41.6,0.0,32.3,44167,34837,-,**,75972,65923,-,**,51175,15351,59810,19582,N,N,41349,26447,44.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X)
8600000US96712,96712,ZCTA5 96712,2621,204,1705,211,1362,195,916,215,2.8,1.5,3.3,2.2,1.3,1.4,2.9,2.4,2.1,1.5,1.1,1.7,0.0,2.0,6.0,4.6,3.6,2.0,1.3,1.5,1.7,1.8,7.9,4.9,8.8,4.0,6.6,3.8,4.3,4.0,12.9,8.9,7.4,3.9,8.9,5.2,5.2,3.5,5.6,7.2,19.2,5.2,13.6,5.0,13.7,5.6,26.3,12.3,13.5,4.9,10.4,4.4,11.2,5.0,18.3,10.4,20.9,5.9,28.4,7.2,32.2,8.6,9.4,6.7,9.5,4.3,12.7,5.9,15.9,7.4,3.5,3.5,12.2,4.3,13.5,4.8,14.5,5.5,7.2,7.2,79459,13393,109978,10791,120833,6886,65966,8135,111431,11597,120381,13219,N,N,83571,20369,46.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),58.2,(X)
8600000US96713,96713,ZCTA5 96713,424,79,235,73,171,66,189,80,10.4,8.4,1.3,2.0,1.8,2.7,21.7,17.3,2.1,2.7,0.0,11.0,0.0,14.8,4.8,6.1,17.9,11.8,7.2,7.1,4.7,8.0,33.3,23.0,13.9,10.1,8.9,9.0,12.3,12.4,20.1,19.1,5.2,4.7,4.3,6.7,0.0,14.8,4.2,5.5,8.5,6.3,10.6,8.9,11.7,10.8,5.8,9.2,13.0,9.7,23.4,16.4,12.9,11.7,0.0,13.5,9.2,7.4,16.6,11.7,18.7,15.0,4.8,8.2,11.1,9.2,11.9,13.9,16.4,18.4,5.3,8.4,8.7,5.8,15.7,9.8,21.6,13.0,0.0,13.5,53500,41680,98313,30274,107054,57439,20848,7033,79531,21171,113240,23644,N,N,34835,16404,38.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.3,(X)
8600000US96714,96714,ZCTA5 96714,312,48,193,39,145,34,119,35,10.9,7.6,11.9,6.3,0.0,17.2,19.3,17.8,5.1,4.1,3.6,4.8,4.8,6.4,7.6,6.7,12.8,5.8,6.2,5.6,8.3,7.4,16.8,11.0,17.9,8.1,23.8,11.1,26.9,14.7,8.4,7.5,14.7,8.0,13.0,11.2,13.8,14.5,21.8,11.5,9.6,6.4,11.4,8.8,9.0,10.0,6.7,5.8,11.9,5.0,9.8,6.7,13.1,9.3,10.9,5.9,14.1,7.2,17.6,10.7,20.7,13.3,5.0,5.4,2.9,2.6,2.6,3.0,3.4,4.1,3.4,4.7,0.0,8.4,0.0,13.3,0.0,17.2,0.0,20.5,35893,3739,36417,9507,37417,31393,33438,20789,51382,7342,53563,9781,N,N,40518,12931,41.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X)
8600000US96716,96716,ZCTA5 96716,913,95,693,98,550,109,220,67,2.5,2.9,0.9,1.3,1.1,1.7,7.7,11.1,4.1,2.7,0.6,1.0,0.0,4.9,15.0,12.5,9.2,6.3,2.3,3.5,0.2,0.5,30.9,20.7,2.4,2.7,4.8,4.6,3.6,4.5,0.0,11.7,7.8,4.2,9.8,6.1,6.5,5.2,5.5,5.6,20.3,8.1,18.8,8.5,16.4,9.0,20.0,16.5,16.4,7.6,18.2,8.3,21.3,10.2,7.7,12.2,25.3,8.9,28.9,11.0,33.8,12.7,13.2,11.6,6.2,4.9,8.2,6.4,7.5,7.0,0.0,11.7,5.8,5.1,7.6,6.8,9.6,8.6,0.0,11.7,79531,14793,90063,14691,100329,12500,-,**,88142,11222,101332,13435,N,N,42412,12878,75.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),78.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),55.9,(X)
8600000US96717,96717,ZCTA5 96717,1344,104,1032,101,763,96,312,66,5.8,3.1,2.3,2.7,2.0,3.2,17.3,9.9,2.0,1.3,1.1,1.4,0.0,3.5,6.4,4.2,6.8,3.1,3.3,2.3,1.3,1.4,18.3,9.8,5.4,3.1,6.4,3.8,5.2,4.1,3.8,3.9,9.1,3.6,7.5,4.2,6.4,4.9,15.7,7.4,19.4,4.9,20.1,5.3,13.6,4.5,23.1,11.3,16.4,4.4,20.5,5.5,23.9,6.9,4.8,4.7,22.1,5.8,25.7,7.1,31.5,8.8,6.7,4.1,6.2,2.5,5.1,2.1,6.6,2.9,2.2,3.2,6.9,2.9,8.0,3.8,9.6,4.9,1.6,2.3,77188,11912,86471,5043,95486,12826,39773,12636,90336,7890,99580,9538,N,N,46932,9953,43.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.4,(X)
8600000US96719,96719,ZCTA5 96719,519,156,396,156,305,147,123,92,3.9,5.3,7.6,8.0,6.6,9.2,0.0,19.9,15.6,16.1,6.3,9.4,8.2,12.1,45.5,44.6,2.1,2.5,2.5,3.4,0.7,1.4,2.4,4.1,7.9,6.5,6.6,7.0,3.0,4.9,12.2,15.5,13.5,6.9,9.8,7.3,7.9,8.6,22.8,22.2,28.1,15.7,37.1,16.2,36.1,20.9,0.0,19.9,5.8,3.6,6.1,4.0,7.9,5.2,3.3,6.0,18.7,10.1,18.2,10.4,23.6,14.2,13.8,22.4,0.8,1.2,1.0,1.7,1.3,2.2,0.0,19.9,3.7,2.7,4.8,3.7,4.9,4.9,0.0,19.9,65670,22805,72500,12203,73680,2363,-,**,71967,17337,79160,18709,N,N,38347,28583,40.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),48.8,(X)
8600000US96720,96720,ZCTA5 96720,16825,486,10769,548,7252,469,6056,432,9.5,1.7,5.6,1.7,1.6,0.8,17.8,3.7,6.6,1.5,4.6,1.7,1.9,1.1,11.4,2.8,9.6,1.5,6.5,1.8,3.6,1.2,16.5,3.6,10.0,1.5,8.4,1.7,5.8,1.6,14.1,3.4,10.0,1.3,10.0,1.7,10.0,2.0,11.4,2.5,17.7,1.8,18.6,2.6,18.7,2.8,15.3,2.7,13.6,1.6,15.9,2.2,19.5,3.1,7.0,1.9,15.7,1.8,20.4,2.4,24.6,3.0,5.1,1.9,4.5,0.7,6.4,1.1,9.0,1.6,0.7,0.5,2.8,0.7,3.8,1.0,5.3,1.4,0.8,0.5,56924,2570,69821,3767,87054,5261,28716,2774,69975,3340,81928,3724,N,N,42770,5262,25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.3,(X)
8600000US96722,96722,ZCTA5 96722,805,111,564,98,531,100,241,72,5.0,3.0,3.5,2.7,3.8,2.9,8.3,9.9,1.9,1.8,0.0,4.8,0.0,5.0,6.2,6.2,6.1,4.3,4.6,3.7,3.0,2.9,13.7,11.8,5.2,3.5,5.0,3.9,4.3,4.4,5.8,5.4,17.9,5.8,15.4,7.5,16.4,7.9,19.5,11.8,16.9,6.9,13.7,6.9,13.6,7.1,24.5,13.0,13.9,5.7,19.1,8.4,18.8,8.3,5.0,5.4,17.5,6.5,19.7,7.9,20.9,8.3,12.9,10.9,10.1,4.4,11.9,6.0,11.7,6.3,2.1,3.1,5.6,4.3,7.1,5.9,7.5,6.3,2.1,3.7,73567,12379,87833,9299,88417,9388,48819,10910,88832,11160,98493,13062,N,N,63746,19698,29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
8600000US96725,96725,ZCTA5 96725,1041,130,665,132,440,118,376,102,10.2,5.9,7.2,6.1,2.7,2.9,16.5,11.2,2.6,2.5,1.8,3.1,0.0,6.1,4.0,4.7,13.3,6.0,6.3,5.3,1.4,2.1,25.5,13.6,7.2,5.0,10.7,7.8,13.4,11.3,0.0,7.0,9.5,4.9,8.6,6.1,6.4,5.5,17.6,12.4,18.9,6.4,20.2,8.0,21.1,9.6,17.0,10.2,13.5,8.4,15.6,11.3,23.6,15.4,3.2,3.9,15.9,8.1,18.5,9.6,18.9,11.8,14.9,13.6,6.2,3.8,6.9,4.9,9.3,6.8,1.3,2.2,2.7,2.6,4.2,4.1,3.2,3.5,0.0,7.0,63125,12154,71326,10689,78421,9209,36630,18327,72167,10542,83207,13534,N,N,46739,12963,40.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),53.2,(X)
8600000US96726,96726,ZCTA5 96726,206,77,168,74,113,64,38,29,0.0,12.5,0.0,15.1,0.0,21.4,0.0,44.3,2.4,4.1,0.0,15.1,0.0,21.4,13.2,24.2,4.4,7.4,0.0,15.1,0.0,21.4,23.7,35.2,3.9,6.8,0.0,15.1,0.0,21.4,21.1,35.3,14.1,15.7,17.3,19.1,0.0,21.4,0.0,44.3,39.3,19.8,42.3,23.0,39.8,27.8,26.3,37.7,2.9,4.8,0.0,15.1,0.0,21.4,15.8,24.6,29.6,19.1,36.3,22.6,54.0,27.5,0.0,44.3,0.0,12.5,0.0,15.1,0.0,21.4,0.0,44.3,3.4,5.6,4.2,6.9,6.2,9.7,0.0,44.3,68942,5052,70278,41508,133958,79928,-,**,116850,62365,133553,76140,N,N,42911,16774,64.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),66.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.5,(X)
8600000US96727,96727,ZCTA5 96727,1515,123,1250,138,812,124,265,75,5.8,3.1,2.6,2.6,0.0,3.3,24.5,13.4,2.5,2.1,1.3,1.4,1.1,1.8,10.9,11.1,10.3,4.4,11.6,5.5,7.9,5.5,10.2,7.9,10.4,4.4,8.8,3.7,8.9,3.6,20.4,15.2,10.8,5.0,10.2,5.4,10.3,6.5,7.9,7.3,18.1,5.7,17.3,6.0,19.3,6.9,23.0,16.4,16.3,5.9,19.1,7.2,18.0,9.2,3.0,3.6,16.7,5.7,19.8,7.0,20.2,7.6,0.0,9.8,4.5,2.8,3.7,2.8,5.7,4.2,0.0,9.8,4.6,3.4,5.6,4.1,8.6,6.1,0.0,9.8,60462,6741,69524,13944,78482,9835,27396,11975,72322,7741,78008,8955,N,N,30046,6830,38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.6,(X)
8600000US96728,96728,ZCTA5 96728,204,61,157,54,112,52,47,24,2.5,3.5,0.0,16.0,0.0,21.6,10.6,14.4,5.4,6.3,7.0,8.1,0.0,21.6,0.0,39.8,13.2,9.4,10.8,8.2,4.5,5.3,25.5,26.8,7.8,8.2,3.2,4.8,4.5,6.7,23.4,21.2,5.4,4.8,4.5,4.7,0.0,21.6,8.5,14.3,26.5,13.4,24.8,14.5,25.0,19.8,31.9,25.4,6.4,7.0,8.3,9.4,9.8,12.0,0.0,39.8,24.0,18.4,29.9,22.6,40.2,27.7,0.0,39.8,6.4,9.4,8.3,12.2,11.6,17.1,0.0,39.8,2.5,3.9,3.2,5.1,4.5,7.2,0.0,39.8,67679,11833,72250,45543,108125,35803,32321,20203,79759,19714,91312,23254,N,N,37566,12114,22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14.9,(X)
